City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
310,Hinton,CA,53.4,-117.59,71.51,32,100,5.82,overcast clouds,0.0,0
311,Sarangani,PH,5.4,125.46,83.17,70,100,1.48,light rain,0.7,0
312,Getulio Vargas,UY,-32.68,-53.55,54.63,70,99,17.16,overcast clouds,0.0,0
313,Gamba,GA,-2.65,10.0,72.27,86,99,7.7,overcast clouds,0.0,0
314,Katsuura,JP,35.13,140.3,72.0,94,75,10.29,light rain,0.0,0
315,Chizhou,CN,30.66,117.48,74.03,94,9,1.81,clear sky,0.0,0
316,Ponta Delgada,PT,37.73,-25.67,66.2,77,20,18.34,few clouds,0.0,0
317,Imbituba,BR,-28.24,-48.67,80.6,47,75,21.92,broken clouds,0.0,0
318,Dicabisagan,PH,17.08,122.42,79.36,84,86,4.41,overcast clouds,0.0,0
319,Topdac,PH,16.56,120.71,61.56,98,100,1.72,light rain,0.19,0
320,Cayenne,GF,4.93,-52.33,86.0,70,75,5.82,broken clouds,0.0,0
321,Vila Franca Do Campo,PT,37.72,-25.43,66.2,77,20,18.34,few clouds,0.0,0
322,Mount Gambier,AU,-37.83,140.77,37.4,100,31,6.93,scattered clouds,0.0,0
323,Nouadhibou,MR,20.93,-17.03,75.2,64,0,21.92,sand,0.0,0
324,Tucuma,BR,-0.18,-50.05,84.72,70,50,6.96,light rain,0.2,0
325,Panzhihua,CN,26.59,101.71,77.16,66,100,0.11,overcast clouds,0.0,0
326,Dapaong,TG,10.86,0.2,93.07,39,70,4.68,broken clouds,0.0,0
327,Pangody,RU,65.85,74.49,57.54,66,98,15.14,overcast clouds,0.0,0
328,Enid,US,36.4,-97.88,89.6,46,20,16.11,few clouds,0.0,0
329,Linjiang,CN,41.81,126.91,62.37,89,99,1.63,moderate rain,1.32,0
330,Pilar,BR,-9.6,-35.96,82.4,65,75,12.75,broken clouds,0.0,0
331,Abu Samrah,SY,35.3,37.18,77.52,44,0,12.86,clear sky,0.0,0
332,Egvekinot,RU,66.32,-179.17,36.59,92,100,6.73,overcast clouds,0.0,0
333,Stromness,GB,58.97,-3.3,61.0,87,70,16.11,broken clouds,0.0,0
334,Contamana,PE,-7.33,-75.02,92.52,43,50,4.61,scattered clouds,0.0,0
335,Palu,ID,-0.89,119.87,75.09,82,100,2.53,light rain,0.48,0
336,Chimoio,MZ,-19.12,33.48,62.6,82,75,3.36,broken clouds,0.0,0
337,Baglung,NP,28.27,83.59,70.66,76,98,2.91,overcast clouds,0.0,0
338,Letterkenny,IE,54.95,-7.73,68.0,72,100,13.87,light rain,0.26,0
339,Buin,CL,-33.73,-70.75,48.2,45,90,2.24,overcast clouds,0.0,0
340,Manoel Urbano,BR,-8.84,-69.26,89.11,58,37,0.72,light rain,0.38,0
341,Vostochnyy,RU,55.82,37.87,70.0,77,75,11.18,light intensity shower rain,0.0,0
342,Manhattan,US,40.78,-73.97,89.01,30,1,3.36,clear sky,0.0,0
343,Shelburne,CA,44.08,-80.2,73.99,46,20,11.41,few clouds,0.0,0
344,Bentiu,SS,9.23,29.83,82.36,60,71,5.08,light rain,0.21,0
345,Hare Bay,CA,48.85,-54.01,86.0,51,20,10.29,few clouds,0.0,0
346,Orcopampa,PE,-15.27,-72.34,58.08,26,0,5.55,clear sky,0.0,0
347,Yilan,TW,24.76,121.75,84.2,83,100,4.7,overcast clouds,0.0,0
348,Sibolga,ID,1.74,98.78,76.24,81,52,4.92,broken clouds,0.0,0
349,Longfeng,CN,46.55,125.12,58.08,91,100,7.7,overcast clouds,0.0,0
350,Srednekolymsk,RU,67.45,153.68,70.2,46,34,5.7,scattered clouds,0.0,0
351,Bontang,ID,0.13,117.5,77.22,86,69,7.54,broken clouds,0.0,0
352,Camocim,BR,-2.9,-40.84,86.9,55,8,11.52,clear sky,0.0,0
353,Sibu,MY,2.3,111.82,77.0,94,40,2.24,scattered clouds,0.0,0
354,Pevek,RU,69.7,170.31,33.39,97,100,10.18,overcast clouds,0.0,0
355,Montecchio Maggiore,IT,45.5,11.41,77.0,53,45,7.05,scattered clouds,0.0,0
356,Aguada De Pasajeros,CU,22.39,-80.85,93.2,59,32,8.05,light rain,0.86,0
357,Longyearbyen,SJ,78.22,15.64,46.4,81,75,5.82,broken clouds,0.0,0
358,Luorong,CN,24.41,109.61,75.96,92,100,2.95,light rain,0.17,0
359,Nikki,BJ,9.94,3.21,84.24,61,92,5.23,overcast clouds,0.0,0
360,Tarasovskiy,RU,48.73,40.36,61.66,66,8,9.26,clear sky,0.0,0
361,Porto Novo,BJ,6.5,2.6,82.4,83,20,12.75,few clouds,0.0,0
362,Bria,CF,6.54,21.99,68.05,93,91,3.6,overcast clouds,0.0,0
363,Hirara,JP,24.8,125.28,84.25,81,100,18.97,light rain,0.85,0
364,Wanning,CN,18.8,110.4,82.83,88,100,13.22,overcast clouds,0.0,0
365,Jinchang,CN,38.5,102.17,72.46,28,97,5.48,overcast clouds,0.0,0
366,Saint-Leu,RE,-21.15,55.28,73.4,69,13,29.97,few clouds,0.0,0
367,Waingapu,ID,-9.66,120.26,75.38,84,34,11.39,scattered clouds,0.0,0
368,Halifax,CA,44.65,-63.57,82.0,84,65,5.99,broken clouds,0.0,0
369,Taft,IR,31.75,54.21,98.6,11,0,6.93,clear sky,0.0,0
370,San Angelo,US,31.46,-100.44,90.0,40,20,6.93,few clouds,0.0,0
371,Santa Cruz De La Palma,ES,28.68,-17.76,75.2,60,20,17.22,few clouds,0.0,0
372,Changping,CN,40.22,116.22,75.0,88,27,4.47,light rain,0.13,0
373,Paramonga,PE,-10.67,-77.83,68.04,66,95,8.32,overcast clouds,0.0,0
374,Aquiraz,BR,-3.9,-38.39,82.4,61,83,21.92,broken clouds,0.0,0
375,Zhanaozen,KZ,43.3,52.8,82.17,36,68,15.99,broken clouds,0.0,0
376,Nova Olinda Do Norte,BR,-3.89,-59.09,92.62,45,90,4.16,overcast clouds,0.0,0
377,Praya,CV,14.92,-23.51,84.2,58,0,19.46,clear sky,0.0,0
378,Anadyr,RU,64.75,177.48,44.6,87,20,8.95,few clouds,0.0,0
379,Santa Isabel,BR,-23.32,-46.22,84.2,42,100,16.11,overcast clouds,0.0,0
380,Fougamou,GA,-1.22,10.58,79.21,71,93,2.66,overcast clouds,0.0,0
381,Basoko,CD,1.24,23.62,72.81,92,100,5.68,overcast clouds,0.0,0
382,Maceio,BR,-9.67,-35.74,82.4,65,75,12.75,broken clouds,0.0,0
383,Marsh Harbour,BS,26.54,-77.06,83.86,75,7,10.04,clear sky,0.0,0
384,Salalah,OM,17.02,54.09,84.2,89,75,6.93,broken clouds,0.0,0
385,Hereclean,RO,47.25,23.02,77.0,73,100,3.36,light rain,0.54,0
386,Sisimiut,GL,66.94,-53.67,43.43,72,10,10.94,clear sky,0.0,0
387,Peleduy,RU,59.63,112.74,56.46,79,27,1.43,scattered clouds,0.0,0
388,Murray Bridge,AU,-35.12,139.27,50.0,97,31,1.72,scattered clouds,0.0,0
389,Forestville,US,38.85,-76.88,86.0,48,20,5.82,few clouds,0.0,0
390,Neuquen,AR,-38.95,-68.06,48.2,49,10,8.05,clear sky,0.0,0
391,Impfondo,CG,1.64,18.07,78.76,73,81,6.04,moderate rain,1.36,0
392,Deputatskiy,RU,69.3,139.9,65.95,59,38,3.04,scattered clouds,0.0,0
393,Coihaique,CL,-45.58,-72.07,35.6,74,20,4.7,few clouds,0.0,0
394,Kaputa,ZM,-8.47,29.66,71.44,58,44,0.83,scattered clouds,0.0,0
395,Ust-Nera,RU,64.57,143.2,63.7,57,83,0.38,broken clouds,0.0,0
396,Wankaner,IN,22.62,70.93,89.47,62,99,13.65,overcast clouds,0.0,0
397,High Level,CA,58.52,-117.14,69.8,37,75,4.7,broken clouds,0.0,0
398,Puerto Narino,CO,-3.77,-70.38,84.2,79,40,2.24,scattered clouds,0.0,0
399,Timbiqui,CO,2.77,-77.67,82.53,80,83,8.32,moderate rain,1.05,0
400,Ocsa,HU,47.3,19.23,79.0,50,84,2.24,broken clouds,0.0,0
401,Haines Junction,CA,60.75,-137.51,51.78,48,98,5.77,overcast clouds,0.0,0
402,Jalu,LY,29.03,21.55,87.48,23,0,10.33,clear sky,0.0,0
403,Praia,CV,14.92,-23.51,84.2,58,0,19.46,clear sky,0.0,0
404,Dudinka,RU,69.41,86.18,60.8,63,43,17.9,scattered clouds,0.0,0
405,Mongo,TD,12.18,18.69,88.77,42,60,5.03,broken clouds,0.0,0
406,Parker,US,32.77,-97.8,84.99,70,4,1.99,clear sky,0.0,0
407,Broken Arrow,US,36.05,-95.79,90.0,43,20,11.41,few clouds,0.0,0
408,Tilichiki,RU,60.47,166.1,49.39,85,58,5.61,broken clouds,0.0,0
409,Burns Lake,CA,54.23,-125.75,59.13,41,99,5.06,overcast clouds,0.0,0
410,Samarai,PG,-10.62,150.67,78.93,82,97,19.98,light rain,0.25,0
411,Lusambo,CD,-4.97,23.45,82.67,33,66,1.88,broken clouds,0.0,0
412,Saskylakh,RU,71.92,114.08,74.95,38,32,5.26,scattered clouds,0.0,0
413,Spijkenisse,NL,51.84,4.33,84.99,39,0,11.41,clear sky,0.0,0
414,Mumford,GH,5.26,-0.76,77.76,86,29,14.65,scattered clouds,0.0,0
415,Armilla,ES,37.14,-3.62,95.0,19,0,9.17,clear sky,0.0,0
416,Millinocket,US,45.66,-68.71,78.8,39,20,4.7,few clouds,0.0,0
417,Chichimila,MX,20.62,-88.22,94.32,46,77,7.47,broken clouds,0.0,0
418,Moju,BR,-1.88,-48.77,89.6,55,40,5.82,scattered clouds,0.0,0
419,Dekar,BW,-21.53,21.93,53.87,44,0,5.66,clear sky,0.0,0
420,Rudbar,AF,30.15,62.6,92.53,10,0,17.65,clear sky,0.0,0
421,Madawaska,US,47.36,-68.33,75.99,43,75,12.75,broken clouds,0.0,0
422,Westport,US,41.14,-73.36,84.99,44,1,11.41,clear sky,0.0,0
423,Jishu,CN,44.32,126.8,58.86,93,100,2.66,overcast clouds,0.0,0
424,Vestmannaeyjar,IS,63.44,-20.27,51.8,87,75,10.29,broken clouds,0.0,0
425,Sinnamary,GF,5.38,-52.95,83.93,73,66,9.35,light rain,0.38,0
426,Taoudenni,ML,22.68,-3.98,112.5,5,0,4.68,clear sky,0.0,0
427,Suez,EG,29.97,32.53,75.33,57,0,14.85,clear sky,0.0,0
428,Ghansor,IN,22.65,79.95,83.52,67,100,5.14,light rain,0.12,0
429,Yuty,PY,-26.6,-56.25,55.87,92,100,12.39,overcast clouds,0.0,0
430,Araouane,ML,18.9,-3.53,108.0,10,33,6.55,scattered clouds,0.0,0
431,Jian,CN,27.12,114.98,75.29,96,100,2.28,overcast clouds,0.0,0
432,Krasnoselkup,RU,65.7,82.47,60.94,47,90,7.14,overcast clouds,0.0,0
433,Canguaretama,BR,-6.38,-35.13,80.94,69,71,14.65,broken clouds,0.0,0
434,Linqiong,CN,30.42,103.46,84.99,88,40,11.18,thunderstorm,0.0,0
435,Kankan,GN,10.39,-9.31,85.44,65,57,1.72,broken clouds,0.0,0
436,Tatarsk,RU,55.22,75.98,54.07,87,95,2.57,overcast clouds,0.0,0
437,Bonavista,CA,48.65,-53.11,62.28,84,13,7.92,few clouds,0.0,0
438,Bestobe,KZ,52.5,73.1,64.18,60,99,10.98,overcast clouds,0.0,0
439,Vila Velha,BR,-20.33,-40.29,82.4,54,20,11.41,few clouds,0.0,0
440,Honningsvag,NO,70.98,25.97,55.4,66,20,21.92,few clouds,0.0,0
441,Te Anau,NZ,-45.42,167.72,36.18,84,5,1.45,clear sky,0.0,0
442,Sao Geraldo Do Araguaia,BR,-6.4,-48.55,89.06,48,19,5.35,few clouds,0.0,0
443,Gustavo Diaz Ordaz,MX,26.23,-98.58,91.99,59,73,3.0,broken clouds,0.0,0
444,Panguna,PG,-6.32,155.48,68.16,93,77,2.24,broken clouds,0.0,0
445,Ozernovskiy,RU,51.5,156.52,45.91,90,10,6.49,clear sky,0.0,0
446,Kaeo,NZ,-35.1,173.78,59.0,95,100,3.0,light rain,0.15,0
447,Xining,CN,36.62,101.77,54.34,72,100,4.68,light rain,0.12,0
448,Kysyl-Syr,RU,63.9,122.76,59.58,71,21,5.41,few clouds,0.0,0
449,Nokaneng,BW,-19.67,22.27,58.12,37,0,4.0,clear sky,0.0,0
450,Tanout,NE,14.97,8.89,102.16,8,0,11.1,clear sky,0.0,0
451,Nemuro,JP,43.32,145.57,51.4,96,100,9.78,overcast clouds,0.0,0
452,Labuan,MY,5.28,115.24,77.0,94,75,4.7,broken clouds,0.0,0
453,Half Moon Bay,US,37.46,-122.43,69.01,72,20,3.36,few clouds,0.0,0
454,Mana,GF,5.66,-53.78,82.35,82,58,9.91,light rain,0.73,0
455,Terrace,CA,54.52,-128.6,55.4,76,75,4.7,light rain,0.0,0
456,Bonthe,SL,7.53,-12.51,79.52,84,89,10.27,moderate rain,1.27,0
457,Bairiki,KI,1.33,172.98,82.4,74,20,6.93,few clouds,0.0,0
458,Touros,BR,-5.2,-35.46,82.4,65,75,11.41,broken clouds,0.0,0
459,Kamenka,RU,51.32,42.77,64.0,51,73,1.99,broken clouds,0.0,0
460,Placido De Castro,BR,-10.34,-67.19,85.86,64,72,2.95,light rain,0.42,0
461,Union,US,40.63,-74.27,89.01,25,40,6.93,scattered clouds,0.0,0
462,Aguachica,CO,8.31,-73.62,90.27,50,38,2.42,scattered clouds,0.0,0
463,Imuris,MX,30.78,-110.87,99.0,16,0,7.94,clear sky,0.0,0
464,Omboue,GA,-1.57,9.26,72.66,83,45,9.73,scattered clouds,0.0,0
465,Avera,US,33.19,-82.53,82.99,69,75,11.41,broken clouds,0.0,0
466,Cayambe,EC,0.05,-78.13,69.8,46,75,8.05,broken clouds,0.0,0
467,Phek,IN,25.67,94.5,62.96,100,100,0.81,light rain,0.16,0
468,Lazaro Cardenas,MX,17.96,-102.2,79.3,84,100,0.69,light rain,0.68,0
469,Vardo,NO,70.37,31.11,51.8,81,83,14.99,broken clouds,0.0,0
470,Dryden,CA,49.78,-92.75,77.0,36,1,6.93,clear sky,0.0,0
471,Dinghai,CN,26.28,119.79,84.2,79,75,6.71,broken clouds,0.0,0
472,Andra,RU,62.51,65.89,51.03,73,100,13.87,overcast clouds,0.0,0
473,Hurghada,EG,27.26,33.81,87.8,38,0,11.41,clear sky,0.0,0
474,Ahipara,NZ,-35.17,173.17,57.61,88,100,8.39,light rain,0.16,0
475,Gat,IL,31.61,34.76,79.0,83,0,4.0,clear sky,0.0,0
476,Leningradskiy,RU,69.38,178.42,32.83,96,100,2.13,light snow,0.0,0
477,Zhigansk,RU,66.77,123.37,61.86,64,6,4.16,clear sky,0.0,0
478,Gejiu,CN,23.31,103.16,60.35,100,100,2.3,light rain,0.13,0
479,Rocha,UY,-34.48,-54.33,51.31,80,73,16.37,light rain,0.21,0
480,Porbandar,IN,21.64,69.61,86.02,74,28,11.12,scattered clouds,0.0,0
481,Yenagoa,NG,4.92,6.26,77.29,91,89,6.55,light rain,0.25,0
482,Luzhou,CN,28.87,105.44,77.79,77,3,4.76,clear sky,0.0,0
483,West Bay,KY,19.37,-81.42,91.4,66,40,11.41,dust,0.0,0
484,Birin,NP,26.89,88.07,63.16,100,100,0.92,overcast clouds,0.0,0
485,Mopti,ML,14.67,-4.0,104.43,17,70,2.55,broken clouds,0.0,0
486,Verkhnyaya Sinyachikha,RU,57.98,61.67,45.93,92,99,7.56,overcast clouds,0.0,0
487,Kavieng,PG,-2.57,150.8,83.35,73,42,11.1,scattered clouds,0.0,0
488,Noumea,NC,-22.28,166.46,60.8,82,90,4.81,overcast clouds,0.0,0
489,Nome,US,64.5,-165.41,42.01,65,40,6.93,scattered clouds,0.0,0
490,Savannah Bight,HN,16.45,-85.85,82.78,77,63,16.55,broken clouds,0.0,0
491,Santa Cruz,BO,-17.8,-63.17,69.8,94,90,11.41,thunderstorm with light rain,0.0,0
492,Oudtshoorn,ZA,-33.59,22.2,59.0,93,20,8.05,few clouds,0.0,0
493,Taltal,CL,-25.4,-70.48,66.6,48,70,3.47,broken clouds,0.0,0
494,Lumphat,KH,13.49,106.98,74.8,96,100,3.4,overcast clouds,0.0,0
495,Bowen,AU,-20.02,148.23,44.6,93,0,5.82,clear sky,0.0,0
496,Becsehely,HU,46.45,16.78,75.2,53,77,2.24,broken clouds,0.0,0
497,Mabaruma,GY,8.2,-59.78,81.36,89,97,5.57,moderate rain,1.43,0
498,Hit,IQ,33.64,42.83,91.63,15,0,9.98,clear sky,0.0,0
499,Porto Uniao,BR,-26.24,-51.08,62.6,95,93,5.01,light rain,0.8,0
500,Yar-Sale,RU,66.83,70.83,49.3,88,100,15.99,overcast clouds,0.0,0
501,Ingham,US,42.6,-84.38,75.2,46,40,6.93,scattered clouds,0.0,0
502,General Roca,AR,-39.03,-67.58,48.2,49,1,8.05,clear sky,0.0,0
503,Ternate,ID,0.8,127.4,80.44,79,97,5.55,overcast clouds,0.0,0
504,Porto Velho,BR,-8.76,-63.9,91.4,52,40,6.93,scattered clouds,0.0,0
505,Petropavlovskoye,RU,52.07,84.11,60.91,86,58,2.89,broken clouds,0.0,0
506,Ayios Mamas,GR,40.27,23.33,80.6,65,20,5.82,few clouds,0.0,0
507,Krasnotorka,UA,48.68,37.53,63.25,69,0,9.4,clear sky,0.0,0
508,Cedar City,US,37.68,-113.06,80.6,13,1,5.82,clear sky,0.0,0
509,Osypenko,UA,46.91,36.83,78.01,100,17,3.0,few clouds,0.0,0
510,Ercis,TR,39.03,43.36,69.8,40,0,4.7,clear sky,0.0,0
511,Mangrol,IN,21.12,70.12,85.95,75,33,10.2,scattered clouds,0.0,0
512,Moreira Sales,BR,-24.06,-53.01,68.47,88,96,8.5,moderate rain,2.36,0
513,Ambovombe,MG,-25.17,46.08,68.67,78,0,18.3,clear sky,0.0,0
514,Kieta,PG,-6.22,155.63,79.45,73,89,7.0,overcast clouds,0.0,0
515,Rio Grande,BR,-32.03,-52.1,55.4,93,90,11.41,light rain,0.0,0
516,Launceston,AU,-41.45,147.17,43.0,93,90,10.29,light rain,0.25,0
517,Garden City,US,42.33,-83.33,80.6,41,75,11.41,broken clouds,0.0,0
518,Bairnsdale,AU,-37.83,147.62,45.0,88,36,6.82,scattered clouds,0.0,0
519,Nagato,JP,34.38,131.2,75.2,100,90,8.05,shower rain,0.0,0
520,Campo Maior,BR,-4.83,-42.17,89.42,49,60,4.65,broken clouds,0.0,0
521,Lasa,IT,46.62,10.7,60.8,82,75,9.17,broken clouds,0.0,0
522,Bongandanga,CD,1.5,21.05,71.02,94,100,2.26,overcast clouds,0.0,0
523,Leh,IN,34.17,77.58,59.23,34,8,5.73,clear sky,0.0,0
524,Ancud,CL,-41.87,-73.82,46.99,100,75,2.24,broken clouds,0.0,0
525,Bandarbeyla,SO,9.49,50.81,81.03,73,60,30.71,broken clouds,0.0,0
526,Mbanza-Ngungu,CD,-5.25,14.87,74.23,62,93,4.81,overcast clouds,0.0,0
527,Tambun,ID,-6.26,107.07,81.0,83,20,3.36,haze,0.0,0
528,Lingao,CN,19.91,109.69,83.59,79,100,12.35,overcast clouds,0.0,0
529,Sola,VU,-13.88,167.55,81.01,81,0,12.44,light rain,0.34,0
530,Sao Borja,BR,-28.66,-56.0,54.57,79,97,15.66,overcast clouds,0.0,0
531,Abu Kamal,SY,34.45,40.92,91.44,16,0,13.0,clear sky,0.0,0
532,Skibbereen,IE,51.55,-9.27,71.6,78,75,4.7,broken clouds,0.0,0
533,Talnakh,RU,69.49,88.4,60.8,63,53,17.9,broken clouds,0.0,0
534,Daoukro,CI,7.06,-3.96,75.85,95,98,4.85,light rain,0.4,0
535,Toamasina,MG,-18.17,49.38,69.8,100,75,4.7,shower rain,0.0,0
536,Spencer,US,43.14,-95.14,82.4,42,1,13.87,clear sky,0.0,0
537,Vire,FR,48.92,-0.83,82.4,48,41,8.05,light rain,0.23,0
538,Walvis Bay,NA,-22.96,14.51,57.2,82,0,6.93,clear sky,0.0,0
539,Santa Fe,AR,-31.63,-60.7,60.01,40,0,5.99,clear sky,0.0,0
540,Turukhansk,RU,65.82,87.98,56.46,63,61,3.22,broken clouds,0.0,0
541,Poya,NC,-21.35,165.15,63.16,67,7,2.17,clear sky,0.0,0
542,Port-Gentil,GA,-0.72,8.78,75.2,83,20,10.29,few clouds,0.0,0
543,Cienaga,CO,11.01,-74.25,91.4,63,20,6.93,dust,0.0,0
544,Marrakesh,MA,31.63,-8.01,91.4,36,20,5.82,few clouds,0.0,0
545,North Bend,US,43.41,-124.22,72.0,77,1,14.99,clear sky,0.0,0
546,Kerrville,US,30.05,-99.14,88.0,54,1,5.44,clear sky,0.0,0
547,Luau,AO,-10.71,22.22,63.19,29,8,3.36,clear sky,0.0,0
548,Seymchan,RU,62.88,152.43,69.71,49,30,4.41,scattered clouds,0.0,0
549,Ankpa,NG,7.37,7.63,77.56,85,88,3.98,light rain,0.2,0
550,Erdenet,MN,49.03,104.08,54.36,72,3,0.76,clear sky,0.0,0
551,Sosva,RU,59.18,61.86,48.49,68,97,9.26,overcast clouds,0.0,0
552,Mogadishu,SO,2.04,45.34,79.21,82,40,17.4,scattered clouds,0.0,0
553,Daru,PG,-9.08,143.21,78.8,87,90,16.17,light rain,0.24,0
554,Kisujszallas,HU,47.22,20.77,81.0,54,62,2.77,broken clouds,0.0,0
555,Nchelenge,ZM,-9.35,28.73,71.44,61,3,0.51,clear sky,0.0,0
556,Pyay,MM,18.82,95.22,81.48,78,100,2.39,overcast clouds,0.0,0
557,Missoula,US,47.02,-113.8,75.0,49,1,3.89,clear sky,0.0,0
558,San Jose,US,37.34,-121.89,75.99,56,20,12.75,very heavy rain,17.02,0
559,Champerico,GT,14.3,-91.92,87.8,66,75,6.93,broken clouds,0.0,0
560,Saint-Louis,SN,16.33,-15.0,104.0,31,19,4.7,few clouds,0.0,0
561,Salekhard,RU,66.53,66.6,51.08,69,88,10.89,overcast clouds,0.0,0
562,Argelia,CO,2.26,-77.25,78.39,59,35,2.26,light rain,0.93,0
563,Taunggyi,MM,20.78,97.03,65.08,100,100,1.9,moderate rain,1.67,0
564,Pagudpud,PH,18.56,120.79,81.37,78,98,2.8,overcast clouds,0.0,0
565,Mayumba,GA,-3.43,10.66,72.84,86,61,7.11,broken clouds,0.0,0
566,Coxim,BR,-18.51,-54.76,90.97,35,100,11.72,overcast clouds,0.0,0
567,San Joaquin,VE,10.26,-67.79,83.79,59,23,4.29,few clouds,0.0,0
568,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,53.6,93,12,8.95,few clouds,0.0,0
569,Maun,BW,-19.98,23.42,62.6,45,0,4.7,clear sky,0.0,0
570,Nsanje,MW,-16.92,35.26,66.13,79,33,3.06,scattered clouds,0.0,0
